Symbol	HitsOnWSB	Company Name	industry	"Market Cap
"
TJX	0	The TJX Companies	Specialty Retail	"86.84B
"
TK	0	Teekay	"""Oil, Gas & Consumable Fuels"""	"323.00M
"
TKAT	0	Takung Art Co.	Interactive Media & Services	"42.15M
"
TKC	0	Turkcell Iletisim Hizmetleri A.S.	Wireless Telecommunication Services	"3.05B
"
TKNO	0	Alpha Teknova	Drug Manufacturers-Specialty & Generic	"442.03M
"
TKR	0	The Timken Company	Machinery	"5.17B
"
TLGA	0	TLG Acquisition One	Blank Check / SPAC	"486.75M
"
TLGY	0	TLGY Acquisition	Blank Check / SPAC	"286.35M
"
TLIS	0	Talis Biomedical	Medical Devices	"77.29M
"
TLK	0	Telkom Indonesia	Diversified Telecommunication Services	"29.22B
"
